GeneId	logFC	logCPM	LR	PValue	FDR	RefSeq	Gene_Symbol
SMUG1_NM_014311	-0.033062033	3.001137302	0.006925582	0.933676545	0.999752564	NM_014311	SMUG1
SMUG1_NM_001243787	-0.033062034	3.001051541	0.006925399	0.933677421	0.999752564	NM_001243787	SMUG1
CRABP2_NM_001199723	0.033399152	6.427228025	0.006924192	0.933683187	0.999752564	NM_001199723	CRABP2
GTF3C2_NM_001035521	0.02719983	4.271599586	0.006920789	0.933699445	0.999752564	NM_001035521	GTF3C2
SLC6A9_NM_006934	-0.03241947	3.913169347	0.006917111	0.933717026	0.999752564	NM_006934	SLC6A9
SOCS4_NM_199421	-0.032820031	3.018749721	0.006913085	0.933736274	0.999752564	NM_199421	SOCS4
DPM3_NM_153741	0.036537258	2.509046834	0.006908313	0.933759096	0.999752564	NM_153741	DPM3
DYRK1B_NM_004714	-0.033885827	2.985955716	0.006888633	0.933853299	0.999752564	NM_004714	DYRK1B
SPATA2_NM_001135773	-0.040209963	1.97045776	0.006882085	0.933884671	0.999752564	NM_001135773	SPATA2
TEX261_NM_144582	-0.023795852	5.799032357	0.006879147	0.933898755	0.999752564	NM_144582	TEX261
FAM63A_NM_001163258	0.040265114	2.419183242	0.006876931	0.933909376	0.999752564	NM_001163258	FAM63A
AKT1S1_NM_001098632	-0.025036035	5.32622172	0.006873227	0.933927135	0.999752564	NM_001098632	AKT1S1
PPP4R1_NM_001042388	-0.024473318	5.55394201	0.006859103	0.933994904	0.999752564	NM_001042388	PPP4R1
EIF1AD_NM_001242485	0.032871854	2.948148346	0.006852535	0.934026439	0.999752564	NM_001242485	EIF1AD
LOC344595_NR_028301	-0.047887362	1.253597251	0.006844805	0.934063579	0.999752564	NR_028301	LOC344595
NUMB_NM_003744	0.025413182	4.812791113	0.00684092	0.934082248	0.999752564	NM_003744	NUMB
MAP3K8_NM_005204	-0.051388027	1.261113566	0.006838276	0.934094959	0.999752564	NM_005204	MAP3K8
MIER1_NM_001077702	0.028062983	3.996885274	0.006836145	0.934105206	0.999752564	NM_001077702	MIER1
NEK1_NM_001199400	-0.031869175	3.29427584	0.006835761	0.934107054	0.999752564	NM_001199400	NEK1
TM2D2_NM_031940	-0.026040686	4.277212336	0.006826081	0.934153617	0.999752564	NM_031940	TM2D2
PEX14_NM_004565	0.031909357	3.066106643	0.00682408	0.93416325	0.999752564	NM_004565	PEX14
CSNK2A2_NM_001896	0.026460698	4.266783947	0.006823893	0.934164146	0.999752564	NM_001896	CSNK2A2
ENO1_NM_001201483	-0.032767229	9.420973913	0.006821395	0.934176174	0.999752564	NM_001201483	ENO1
EBAG9_NM_004215	0.037715434	2.293516818	0.006821072	0.934177724	0.999752564	NM_004215	EBAG9
TAP1_NM_000593_4	-0.029882373	4.528483673	0.006817839	0.934193293	0.999752564	NM_000593_4	TAP1
ZNF7_NM_003416	-0.03799282	2.171678622	0.006816717	0.934198694	0.999752564	NM_003416	ZNF7
CTU2_NM_001012759	-0.030726616	3.29760763	0.006809813	0.934231948	0.999752564	NM_001012759	CTU2
DPP8_NM_197961	0.028831387	3.80324755	0.006809271	0.934234559	0.999752564	NM_197961	DPP8
KLC2_NM_001134775	-0.029222542	3.786316604	0.006792523	0.934315306	0.999752564	NM_001134775	KLC2
C11orf80_NM_024650	-0.044793571	1.822819681	0.006787258	0.93434071	0.999752564	NM_024650	C11orf80
SOCS4_NM_080867	-0.032635496	2.993163993	0.00678724	0.934340796	0.999752564	NM_080867	SOCS4
MCTP2_NM_018349	-0.06333797	-0.112518423	0.006782214	0.934365055	0.999752564	NM_018349	MCTP2
IFT81_NM_014055	-0.034877643	2.987711926	0.006779253	0.934379354	0.999752564	NM_014055	IFT81
KLC2_NM_022822	-0.028969116	3.808596181	0.006778018	0.934385316	0.999752564	NM_022822	KLC2
LOC728855_NR_024510	-0.047055005	1.409149291	0.006777994	0.934385433	0.999752564	NR_024510	LOC728855
CLGN_NM_001130675	0.056385439	1.635535556	0.006772231	0.934413272	0.999752564	NM_001130675	CLGN
C17orf80_NM_001100622	-0.037844372	2.129942217	0.006770625	0.934421031	0.999752564	NM_001100622	C17orf80
TMEM134_NM_001078650	-0.030245983	3.219654988	0.006762636	0.934459646	0.999752564	NM_001078650	TMEM134
ARID1A_NM_139135	0.02965649	3.778779806	0.006753024	0.934506133	0.999752564	NM_139135	ARID1A
KLHL21_NM_014851	0.02634911	4.348881707	0.006751269	0.934514627	0.999752564	NM_014851	KLHL21
TMEM242_NM_018452	0.032483911	2.875108496	0.006750009	0.934520721	0.999752564	NM_018452	TMEM242
RPRD1A_NM_018170	0.027297108	4.059716298	0.00673048	0.9346153	0.999752564	NM_018170	RPRD1A
ZNF706_NM_001042511	0.029877312	3.332675092	0.006726357	0.934635285	0.999752564	NM_001042511	ZNF706
PAIP1_NM_183323	-0.028920924	3.809034675	0.006719959	0.93466631	0.999752564	NM_183323	PAIP1
PIP4K2B_NM_003559	-0.023788789	5.385304596	0.006718586	0.93467297	0.999752564	NM_003559	PIP4K2B
CHCHD5_NM_032309	0.030110649	3.222997187	0.006707453	0.934726997	0.999752564	NM_032309	CHCHD5
MFRP_NM_031433	-0.035004739	3.492716937	0.006699432	0.93476595	0.999752564	NM_031433	MFRP
C1QTNF5_NM_015645	-0.035004739	3.492716937	0.006699414	0.934766039	0.999752564	NM_015645	C1QTNF5
C1orf85_NM_001256605	0.027107538	4.927250827	0.006693033	0.934797041	0.999752564	NM_001256605	C1orf85
ZNF706_NM_016096	0.029748612	3.335473477	0.006687596	0.934823471	0.999752564	NM_016096	ZNF706
NEK1_NM_001199397	-0.031338961	3.343827001	0.006683141	0.934845136	0.999752564	NM_001199397	NEK1
SEC14L1_NM_001143999	-0.025756989	5.091325014	0.006683009	0.934845778	0.999752564	NM_001143999	SEC14L1
CAPNS1_NM_001003962	0.028538457	8.647875402	0.006681463	0.934853295	0.999752564	NM_001003962	CAPNS1
CAPNS1_NM_001749	0.028529574	8.647888874	0.00667516	0.934883964	0.999752564	NM_001749	CAPNS1
SEC14L1_NM_001143998	-0.025748904	5.091461668	0.006671345	0.934902531	0.999752564	NM_001143998	SEC14L1
MIER1_NM_001146112	0.026187992	4.430282158	0.006666959	0.934923887	0.999752564	NM_001146112	MIER1
CCDC90B_NM_021825	0.025926182	5.080878198	0.006660672	0.934954513	0.999752564	NM_021825	CCDC90B
EPT1_NM_033505	-0.033775668	2.936904978	0.006660115	0.934957223	0.999752564	NM_033505	EPT1
MIER1_NM_001146113	0.028025018	3.892739341	0.006631051	0.935098987	0.999752564	NM_001146113	MIER1
SNORD78_NR_003944	-0.035665517	4.336447692	0.006629028	0.935108866	0.999752564	NR_003944	SNORD78
DNAJB5_NM_012266	-0.03260685	3.204768701	0.006618317	0.935161195	0.999752564	NM_012266	DNAJB5
SERINC2_NM_001199039	-0.033672202	3.922689331	0.006606455	0.935219199	0.999752564	NM_001199039	SERINC2
ZNF287_NM_020653	-0.051339518	1.985977316	0.006596367	0.93526857	0.999752564	NM_020653	ZNF287
MPST_NR_024038	-0.028390342	4.045861148	0.00659356	0.93528231	0.999752564	NR_024038	MPST
ECD_NR_024203	0.02732424	3.892024933	0.006588382	0.935307673	0.999752564	NR_024203	ECD
ANP32AP1_NR_003144	0.054825031	0.2880564	0.006587465	0.935312166	0.999752564	NR_003144	ANP32AP1
PPIP5K2_NM_015216	-0.026857667	4.374006543	0.006587026	0.935314315	0.999752564	NM_015216	PPIP5K2
MAPK1IP1L_NM_144578	-0.02550209	4.858668005	0.006585053	0.935323983	0.999752564	NM_144578	MAPK1IP1L
PLD2_NM_002663	0.028193993	3.851515122	0.006581614	0.935340834	0.999752564	NM_002663	PLD2
MIER1_NM_001077701	0.025854326	4.412514614	0.006576712	0.935364869	0.999752564	NM_001077701	MIER1
ZNF567_NM_152603	0.053581048	0.606916784	0.006566424	0.93541533	0.999752564	NM_152603	ZNF567
EIF4EBP2_NM_004096	-0.023635961	5.801922108	0.006558576	0.935453855	0.999752564	NM_004096	EIF4EBP2
TRIM32_NM_012210	-0.028712766	3.78052473	0.006552579	0.935483304	0.999752564	NM_012210	TRIM32
HDHD2_NM_032124	-0.031009652	3.134857117	0.006547251	0.935509485	0.999752564	NM_032124	HDHD2
TRIM32_NM_001099679	-0.028712826	3.780509217	0.00654184	0.935536081	0.999752564	NM_001099679	TRIM32
LOC100506779_NR_038415	0.032312973	2.968611278	0.006534579	0.935571785	0.999752564	NR_038415	LOC100506779
FLOT1_NM_005803_1	0.024977564	6.819187685	0.006534473	0.935572306	0.999752564	NM_005803_1	FLOT1
NFS1_NM_001198989	-0.030940151	3.085098223	0.006533438	0.9355774	0.999752564	NM_001198989	NFS1
LOC100506779_NR_038416	0.032312964	2.968470505	0.006532944	0.93557983	0.999752564	NR_038416	LOC100506779
ACSS1_NM_001252676	0.050905697	1.933546224	0.0065185	0.935650928	0.999752564	NM_001252676	ACSS1
CABIN1_NM_001201429	-0.024858777	4.696092602	0.006502499	0.935729787	0.999752564	NM_001201429	CABIN1
SNORA72_NR_002581	-0.024599986	5.349454957	0.00650008	0.935741715	0.999752564	NR_002581	SNORA72
ANGPTL6_NM_031917	-0.046013533	1.305787272	0.006492669	0.935778278	0.999752564	NM_031917	ANGPTL6
GOLGA6L9_NM_198181_1	0.032009372	10.59045609	0.006491885	0.935782148	0.999752564	NM_198181_1	GOLGA6L9
MAEA_NM_005882	0.025040718	4.769969538	0.006491829	0.935782424	0.999752564	NM_005882	MAEA
UBE2F_NM_080678	0.025074435	5.163855498	0.006483605	0.935823024	0.999752564	NM_080678	UBE2F
MAEA_NM_001017405	0.024734354	4.885743486	0.006480843	0.935836668	0.999752564	NM_001017405	MAEA
COG1_NM_018714	0.027874939	3.862262959	0.0064776	0.935852688	0.999752564	NM_018714	COG1
SEC14L1_NM_001204410	-0.025326927	5.082252897	0.006471398	0.93588334	0.999752564	NM_001204410	SEC14L1
IVD_NM_002225	-0.025647855	4.880297845	0.006465768	0.935911172	0.999752564	NM_002225	IVD
LRPPRC_NM_133259	-0.025223009	5.929412252	0.006454559	0.935966629	0.999752564	NM_133259	LRPPRC
MYL5_NM_002477	0.031592427	3.073170223	0.006447177	0.936003178	0.999752564	NM_002477	MYL5
ZNF302_NM_018443	-0.037230045	2.571873061	0.006443632	0.936020739	0.999752564	NM_018443	ZNF302
DNAJB5_NM_001135005	-0.032057556	3.206888116	0.00643177	0.936079527	0.999752564	NM_001135005	DNAJB5
GULP1_NM_001252668	0.040127238	2.645346039	0.006429884	0.936088881	0.999752564	NM_001252668	GULP1
GCLC_NM_001197115	-0.033975583	2.681126197	0.006427815	0.936099142	0.999752564	NM_001197115	GCLC
PPAP2B_NM_003713	-0.040930683	8.056103687	0.006421715	0.936129408	0.999752564	NM_003713	PPAP2B
MRPL55_NM_181463	0.029525144	3.355394552	0.006419949	0.936138168	0.999752564	NM_181463	MRPL55
ZNF497_NM_001207009	-0.043073785	1.577794876	0.006418789	0.93614393	0.999752564	NM_001207009	ZNF497
PLEKHA8P1_NR_037144	-0.055284052	0.103619164	0.006413565	0.936169864	0.999752564	NR_037144	PLEKHA8P1
MIER1_NM_020948	0.025671568	4.431241032	0.006404492	0.936214932	0.999752564	NM_020948	MIER1
MIER1_NM_001146110	0.025671571	4.431275369	0.00640404	0.936217176	0.999752564	NM_001146110	MIER1
ZFYVE16_NM_014733	-0.029422456	3.747439862	0.006403905	0.936217847	0.999752564	NM_014733	ZFYVE16
TM2D2_NM_001024380	-0.025970025	4.147755508	0.006401018	0.936232195	0.999752564	NM_001024380	TM2D2
GPBP1_NM_001127236	0.028856788	3.863682832	0.00638955	0.936289222	0.999752564	NM_001127236	GPBP1
EFHA1_NM_152726	0.027206125	4.208691819	0.006385079	0.936311471	0.999752564	NM_152726	EFHA1
UBXN1_NM_015853	0.023338794	6.016312335	0.006371756	0.93637781	0.999752564	NM_015853	UBXN1
KLC2_NM_001134776	-0.028065906	3.789411691	0.006367083	0.936401093	0.999752564	NM_001134776	KLC2
DCTN2_NM_006400	0.025043039	7.230082465	0.006362004	0.936426413	0.999752564	NM_006400	DCTN2
ATP5SL_NM_001167871	0.026791919	4.042445548	0.006352078	0.936475919	0.999752564	NM_001167871	ATP5SL
SEC14L1_NM_003003	-0.025129922	5.083035174	0.006347836	0.936497089	0.999752564	NM_003003	SEC14L1
CD164_NM_001142404	-0.024363961	6.720910927	0.006347518	0.936498678	0.999752564	NM_001142404	CD164
MIR1469_NR_031715	-0.068313518	-0.58134773	0.006345041	0.936511039	0.999752564	NR_031715	MIR1469
YRDC_NM_024640	-0.034318465	2.709061971	0.006343924	0.93651662	0.999752564	NM_024640	YRDC
ATP5SL_NM_018035	0.026303874	4.165749569	0.006341688	0.936527785	0.999752564	NM_018035	ATP5SL
PCID2_NM_001127203	0.024074946	4.988894914	0.006334539	0.936563494	0.999752564	NM_001127203	PCID2
C14orf93_NM_001130708	-0.039952086	1.909303042	0.006332805	0.93657216	0.999752564	NM_001130708	C14orf93
PIGK_NM_005482	0.02585564	5.209528354	0.006315836	0.936657017	0.999752564	NM_005482	PIGK
RARA_NM_001145302	-0.031841032	3.661913794	0.006311571	0.936678363	0.999752564	NM_001145302	RARA
NEK1_NM_012224	-0.030550506	3.312890782	0.006303565	0.936718449	0.999752564	NM_012224	NEK1
NVL_NM_001243146	0.03007544	3.111574524	0.006299406	0.936739289	0.999752564	NM_001243146	NVL
ZNF26_NM_001256280	0.047904007	0.916029725	0.006287064	0.936801157	0.999752564	NM_001256280	ZNF26
CACNB3_NM_001206915	-0.028858293	3.360597409	0.006282532	0.936823891	0.999752564	NM_001206915	CACNB3
ZFYVE16_NM_001105251	-0.029115848	3.757607578	0.006274542	0.936863994	0.999752564	NM_001105251	ZFYVE16
FBXL8_NM_018378	-0.051944825	0.515820594	0.006264393	0.936914972	0.999752564	NM_018378	FBXL8
WAC_NM_016628	0.022619593	5.58394475	0.006253079	0.936971843	0.999752564	NM_016628	WAC
KIAA1737_NM_033426	-0.040005898	1.906999723	0.006253069	0.936971895	0.999752564	NM_033426	KIAA1737
RBM23_NM_018107	0.024236016	4.723192224	0.006242085	0.93702716	0.999752564	NM_018107	RBM23
WDSUB1_NM_152528	-0.036467289	2.409191797	0.006234928	0.937063198	0.999752564	NM_152528	WDSUB1
RAB22A_NM_020673	-0.025013651	4.712425526	0.006233869	0.937068533	0.999752564	NM_020673	RAB22A
LUZP6_NM_001128619	0.023984614	6.874774616	0.006232062	0.937077633	0.999752564	NM_001128619	LUZP6
MTPN_NM_145808	0.023984615	6.874774616	0.006230717	0.937084412	0.999752564	NM_145808	MTPN
LOC553103_NR_037898	0.062863555	-0.236815526	0.006227866	0.937098777	0.999752564	NR_037898	LOC553103
VAC14_NM_018052	0.026754681	4.603461215	0.006227013	0.937103076	0.999752564	NM_018052	VAC14
ZNF560_NM_152476	-0.059070416	-0.069603024	0.006217048	0.937153316	0.999752564	NM_152476	ZNF560
WDSUB1_NM_001128213	-0.036380728	2.412082849	0.00621095	0.937184085	0.999752564	NM_001128213	WDSUB1
MRPL55_NM_181441	0.030294506	3.163382186	0.006209662	0.937190584	0.999752564	NM_181441	MRPL55
AADAT_NM_016228	0.036577604	2.321511133	0.006197023	0.937254404	0.999752564	NM_016228	AADAT
ZNF696_NM_030895	-0.051148497	0.565149537	0.006191332	0.937283162	0.999752564	NM_030895	ZNF696
ATP5SL_NR_030765	0.026134777	4.144530435	0.006190586	0.937286932	0.999752564	NR_030765	ATP5SL
MIR3944_NR_037509	0.046143154	1.089719048	0.006174597	0.937367805	0.999752564	NR_037509	MIR3944
PIP4K2C_NM_001146258	-0.033430618	3.029420228	0.006169303	0.937394606	0.999752564	NM_001146258	PIP4K2C
GPBP1_NM_001203246	0.027330927	4.079764872	0.006164904	0.937416886	0.999752564	NM_001203246	GPBP1
LOC338799_NR_002809	-0.056325271	0.206316952	0.00615715	0.937456176	0.999752564	NR_002809	LOC338799
PI4KAP2_NR_003700	-0.03025321	3.231714752	0.006156229	0.937460843	0.999752564	NR_003700	PI4KAP2
PPP6R3_NM_001164164	-0.025653375	4.193803255	0.006142804	0.937528931	0.999752564	NM_001164164	PPP6R3
MRPL55_NM_181456	0.02895982	3.344998586	0.006127241	0.937607955	0.999752564	NM_181456	MRPL55
TM2D2_NM_001024381	-0.025486202	4.138548025	0.006121971	0.937634736	0.999752564	NM_001024381	TM2D2
ATP5SL_NM_001167867	0.025801252	4.166967468	0.00611157	0.93768763	0.999752564	NM_001167867	ATP5SL
LMNA_NM_170708	0.029690062	9.427920767	0.006111028	0.937690386	0.999752564	NM_170708	LMNA
DPP8_NM_017743	0.027797241	3.710702199	0.006102547	0.937733552	0.999752564	NM_017743	DPP8
CBX6_NM_014292	-0.025712406	4.300809749	0.006093851	0.937777844	0.999752564	NM_014292	CBX6
GGT3P_NR_003267	0.058663953	-0.232500197	0.00609218	0.937786354	0.999752564	NR_003267	GGT3P
EIF3B_NM_001037283	0.024345382	6.95453912	0.006087513	0.937810144	0.999752564	NM_001037283	EIF3B
FAM96B_NR_024525	-0.024578151	4.703966644	0.006084609	0.937824948	0.999752564	NR_024525	FAM96B
DPM3_NM_018973	0.035848322	2.324745755	0.006065167	0.937924162	0.999752564	NM_018973	DPM3
BAG3_NM_004281	-0.025128503	4.897221201	0.006062343	0.937938582	0.999752564	NM_004281	BAG3
DNAJC19_NR_033724	0.0433275	1.416739571	0.006054424	0.937979048	0.999752564	NR_033724	DNAJC19
C1orf85_NM_001256608	0.025726381	4.849723005	0.006053483	0.93798386	0.999752564	NM_001256608	C1orf85
NEK3_NM_001146099	-0.040587598	1.703595413	0.006052054	0.937991162	0.999752564	NM_001146099	NEK3
C14orf102_NM_017970	-0.03611619	2.103349237	0.006051843	0.937992245	0.999752564	NM_017970	C14orf102
ACSS1_NM_032501	0.048030214	2.036373685	0.006050646	0.937998364	0.999752564	NM_032501	ACSS1
LTBP2_NM_000428	-0.029677925	8.069870144	0.006042104	0.938042054	0.999752564	NM_000428	LTBP2
MST4_NM_001042453	0.050465213	0.860006825	0.00604104	0.938047502	0.999752564	NM_001042453	MST4
CEP192_NM_032142	0.031439385	3.015987927	0.006026187	0.938123558	0.999752564	NM_032142	CEP192
WDR54_NM_032118	-0.030121644	3.28664512	0.006021959	0.938145223	0.999752564	NM_032118	WDR54
DNM2_NM_001190716	0.022201537	5.72901235	0.0060084	0.938214756	0.999752564	NM_001190716	DNM2
C14orf93_NM_021944	-0.038234274	1.9682866	0.005996916	0.938273715	0.999752564	NM_021944	C14orf93
C1orf85_NM_144580	0.025103666	5.14935858	0.005987927	0.938319902	0.999752564	NM_144580	C1orf85
NEK1_NM_001199399	-0.029822665	3.27078648	0.005984885	0.93833554	0.999752564	NM_001199399	NEK1
ASCC1_NM_001198799	0.025470899	4.231402953	0.005984695	0.938336516	0.999752564	NM_001198799	ASCC1
UQCRHL_NM_001089591	0.026380584	4.205056814	0.005981007	0.938355479	0.999752564	NM_001089591	UQCRHL
CSNK1G2-AS1_NR_033400	0.050457561	0.531748358	0.005978818	0.938366743	0.999752564	NR_033400	CSNK1G2-AS1
NFS1_NR_037570	-0.028126315	3.28388109	0.005969801	0.938413142	0.999752564	NR_037570	NFS1
TMEM111_NM_018447	-0.022544841	5.365730696	0.005969736	0.938413475	0.999752564	NM_018447	TMEM111
ZNF426_NM_024106	0.03579739	2.215549126	0.005967191	0.938426581	0.999752564	NM_024106	ZNF426
PPP6R1_NM_014931	-0.022078652	5.54332647	0.005966584	0.938429707	0.999752564	NM_014931	PPP6R1
ACSL5_NM_016234	0.058689522	0.106409113	0.005966431	0.938430492	0.999752564	NM_016234	ACSL5
C1orf85_NM_001256604	0.025367321	5.057253716	0.005964041	0.938442802	0.999752564	NM_001256604	C1orf85
MTF1_NM_005955	-0.03054139	2.838585114	0.005951188	0.938509037	0.999752564	NM_005955	MTF1
ELF4_NM_001421	-0.025899275	4.239042083	0.00593959	0.938568863	0.999752564	NM_001421	ELF4
CREB3L4_NM_001255978	0.042776132	1.347710657	0.005929034	0.93862337	0.999752564	NM_001255978	CREB3L4
SPHK1_NM_182965	0.031257692	5.145629792	0.005915975	0.938690867	0.999752564	NM_182965	SPHK1
FAM50A_NM_004699	0.022852284	6.512933995	0.005915443	0.938693617	0.999752564	NM_004699	FAM50A
WAC_NR_024557	0.021932116	5.593074225	0.005909957	0.938721996	0.999752564	NR_024557	WAC
IGF2R_NM_000876	-0.026302618	5.792337411	0.005909575	0.938723971	0.999752564	NM_000876	IGF2R
FES_NM_002005	0.039902928	1.852039727	0.005903297	0.938756463	0.999752564	NM_002005	FES
DYRK1B_NM_006484	-0.03125977	3.014223109	0.00590149	0.938765819	0.999752564	NM_006484	DYRK1B
ARPC1B_NM_005720	0.024517058	7.183553176	0.005900741	0.9387697	0.999752564	NM_005720	ARPC1B
WDSUB1_NM_001128212	-0.035377243	2.41569063	0.005891062	0.938819839	0.999752564	NM_001128212	WDSUB1
LRTOMT_NM_145309	-0.041416688	1.446612933	0.005885891	0.938846642	0.999752564	NM_145309	LRTOMT
GLTSCR2_NM_015710	-0.027307681	7.232552894	0.005885326	0.938849573	0.999752564	NM_015710	GLTSCR2
SNORA19_NR_002917	-0.050319635	0.63796075	0.005882221	0.938865672	0.999752564	NR_002917	SNORA19
LRRC58_NM_001099678	0.025710924	4.37098084	0.005877968	0.938887738	0.999752564	NM_001099678	LRRC58
C1orf85_NM_001256609	0.024865686	5.149605203	0.005877195	0.938891749	0.999752564	NM_001256609	C1orf85
JOSD1_NM_014876	-0.023419387	5.036380031	0.005870867	0.938924588	0.999752564	NM_014876	JOSD1
SPATA2_NM_006038	-0.037089734	1.977137914	0.005870369	0.938927172	0.999752564	NM_006038	SPATA2
TBC1D10B_NM_015527	0.025562465	4.479271265	0.005865046	0.938954817	0.999752564	NM_015527	TBC1D10B
GGA1_NM_013365	-0.025840105	3.974951009	0.005858468	0.938988993	0.999752564	NM_013365	GGA1
TMEM165_NM_018475	0.021888314	5.552632855	0.005856119	0.939001201	0.999752564	NM_018475	TMEM165
PTGR2_NM_152444	-0.045860949	1.139871434	0.005855241	0.939005762	0.999752564	NM_152444	PTGR2
SIRPG_NM_001039508	-0.058827797	0.443263087	0.005854493	0.939009651	0.999752564	NM_001039508	SIRPG
EIF3B_NM_003751	0.023809046	6.941995127	0.005844434	0.939061967	0.999752564	NM_003751	EIF3B
NUMB_NM_001005744	0.023416766	4.828054245	0.005841654	0.939076435	0.999752564	NM_001005744	NUMB
PRKACA_NM_207518	0.022096249	5.62275206	0.005829308	0.939140723	0.999752564	NM_207518	PRKACA
LOC100506779_NR_038413	0.030495495	2.97113403	0.005826921	0.939153163	0.999752564	NR_038413	LOC100506779
SETD1B_NM_015048	-0.029579539	3.087275431	0.005819832	0.939190114	0.999752564	NM_015048	SETD1B
RNF113B_NM_178861	0.051443406	0.339200561	0.005817534	0.939202095	0.999752564	NM_178861	RNF113B
ERLEC1_NM_015701	0.022148494	5.756973087	0.005803447	0.939275607	0.999752564	NM_015701	ERLEC1
ZSCAN29_NM_152455	-0.035831775	2.175275902	0.005784573	0.939374242	0.999752564	NM_152455	ZSCAN29
DNM2_NM_001005360	0.021772271	5.729843104	0.00577812	0.939408004	0.999752564	NM_001005360	DNM2
PRKACA_NM_002730	0.022002717	5.623798583	0.005774246	0.93942828	0.999752564	NM_002730	PRKACA
LOC100506779_NR_038418	0.030341659	2.971097717	0.005770659	0.939447058	0.999752564	NR_038418	LOC100506779
LOC100506779_NR_038417	0.030341651	2.971238236	0.005769299	0.939454184	0.999752564	NR_038417	LOC100506779
SDF4_NM_016176	-0.022982824	6.865215161	0.005768343	0.939459187	0.999752564	NM_016176	SDF4
PRDX5_NM_012094	-0.024458122	7.452125145	0.005762329	0.939490695	0.999752564	NM_012094	PRDX5
SMARCA1_NM_003069	-0.023054181	5.876994385	0.005760511	0.939500224	0.999752564	NM_003069	SMARCA1
ALS2_NM_001135745	-0.037894942	1.868205353	0.005759829	0.939503798	0.999752564	NM_001135745	ALS2
MIR593_NR_030324	-0.037815133	1.89521735	0.005756462	0.939521447	0.999752564	NR_030324	MIR593
GBP3_NM_018284	0.025821977	4.241624879	0.005754577	0.939531335	0.999752564	NM_018284	GBP3
ASB14_NM_130387	0.050126776	0.453799423	0.005750515	0.939552639	0.999752564	NM_130387	ASB14
ASCC1_NM_001198800	0.025712045	4.092963646	0.005749089	0.939560116	0.999752564	NM_001198800	ASCC1
SERTAD3_NM_203344	0.031784099	3.076038695	0.005737274	0.939622136	0.999752564	NM_203344	SERTAD3
MCEE_NM_032601	-0.027282315	3.457670983	0.005737057	0.939623278	0.999752564	NM_032601	MCEE
ZNF35_NM_003420	-0.038419132	1.881130788	0.00573471	0.939635606	0.999752564	NM_003420	ZNF35
GGA1_NM_001172687	-0.0255849	3.972822359	0.005730293	0.939658812	0.999752564	NM_001172687	GGA1
ZNF606_NM_025027	0.048122371	0.773150999	0.005727263	0.939674737	0.999752564	NM_025027	ZNF606
CDON_NM_016952	0.047356001	4.118599848	0.005722826	0.939698066	0.999752564	NM_016952	CDON
COQ6_NM_182476	0.029517781	2.981693552	0.00571905	0.939717921	0.999752564	NM_182476	COQ6
NFKBIL1_NM_005007_3	-0.029764187	3.045527253	0.005717551	0.939725808	0.999752564	NM_005007_3	NFKBIL1
HOXC4_NM_153633	0.043546438	1.614717684	0.005714442	0.939742166	0.999752564	NM_153633	HOXC4
THUMPD3_NM_001114092	0.025097705	3.997380911	0.005714152	0.939743691	0.999752564	NM_001114092	THUMPD3
HEATR7A_NM_032450	-0.026654577	8.357044066	0.005701069	0.939812583	0.999752564	NM_032450	HEATR7A
KANSL1L_NM_152519	0.031646004	2.772933093	0.005700587	0.939815122	0.999752564	NM_152519	KANSL1L
HDAC8_NM_001166418	-0.034229989	2.347631875	0.005695788	0.939840412	0.999752564	NM_001166418	HDAC8
SNRPA1_NM_003090	-0.035254491	2.07771186	0.005694913	0.939845026	0.999752564	NM_003090	SNRPA1
CSDA_NM_001145426	-0.022971892	6.939576307	0.005694351	0.939847988	0.999752564	NM_001145426	CSDA
WRN_NM_000553	-0.028896535	3.202579594	0.00567968	0.939925376	0.999752564	NM_000553	WRN
ZNF653_NM_138783	-0.051245928	0.20045765	0.005679421	0.939926744	0.999752564	NM_138783	ZNF653
ACSS1_NM_001252675	0.046542174	2.033226111	0.005677267	0.939938115	0.999752564	NM_001252675	ACSS1
NUMB_NM_001005745	0.023156343	4.783012507	0.005673079	0.939960232	0.999752564	NM_001005745	NUMB
STK35_NM_080836	0.031049665	2.739281621	0.005669671	0.939978236	0.999752564	NM_080836	STK35
YPEL5_NM_001127401	-0.021916442	5.687915948	0.005667512	0.939989641	0.999752564	NM_001127401	YPEL5
TUBGCP2_NM_001256617	-0.021984772	5.751435432	0.005667462	0.939989909	0.999752564	NM_001256617	TUBGCP2
ZNF268_NM_001165883	-0.038077157	1.957114532	0.005663679	0.940009902	0.999752564	NM_001165883	ZNF268
CDON_NM_001243597	0.047105685	4.119038553	0.0056613	0.940022476	0.999752564	NM_001243597	CDON
DYX1C1-CCPG1_NR_037923	-0.027625213	5.276195985	0.005653405	0.940064233	0.999752564	NR_037923	DYX1C1-CCPG1
SDF4_NM_016547	-0.022724211	6.86861586	0.005640054	0.940134913	0.999752564	NM_016547	SDF4
USP47_NM_017944	0.024717324	4.998008464	0.005633357	0.940170403	0.999752564	NM_017944	USP47
MIR194-1_NR_029711	-0.049933484	0.330229311	0.005613135	0.940277683	0.999752564	NR_029711	MIR194-1
ESYT2_NM_020728	-0.023175092	6.397554971	0.00561181	0.940284714	0.999752564	NM_020728	ESYT2
HACL1_NM_012260	0.027083823	3.36135727	0.005609699	0.940295931	0.999752564	NM_012260	HACL1
