	logFC	logCPM	LR	PValue	FDR
AMMECR1L_NM_031445	0.074108837	3.463693736	0.043509592	0.834768684	0.999905229
WHAMM_NM_001080435	-0.092965678	2.386370388	0.043503185	0.834780675	0.999905229
DCAF11_NM_001163484	-0.063656787	5.126489531	0.043436342	0.834905827	0.999905229
BBS9_NM_001033605	-0.077520446	3.53166772	0.043430586	0.834916608	0.999905229
TNFAIP8_NM_014350	-0.094540484	2.845303423	0.043424793	0.834927459	0.999905229
FAM104A_NM_032837	-0.06946228	4.002373008	0.043423468	0.834929941	0.999905229
B4GALT2_NM_030587	-0.06058508	6.257025061	0.043386314	0.834999559	0.999905229
VAC14_NM_018052	-0.070542887	4.603461215	0.043287315	0.835185212	0.999905229
RANBP6_NM_001243203	-0.089418926	2.64657829	0.043280754	0.835197524	0.999905229
CALU_NM_001199673	-0.07304611	8.735009771	0.04327729	0.835204025	0.999905229
CHKB_NM_005198	0.075825284	3.340818709	0.043271251	0.835215358	0.999905229
CBLC_NM_012116	-0.155964806	-0.250445751	0.043267578	0.835222253	0.999905229
H2AFV_NM_012412	-0.063691832	5.081638456	0.043249215	0.835256721	0.999905229
ARL13B_NM_001174150	0.105151955	1.91364151	0.043240832	0.835272458	0.999905229
HSP90AA1_NM_001017963	-0.074634036	8.206896122	0.043230356	0.835292127	0.999905229
SMEK2_NM_020463	-0.065461764	4.620608012	0.043196149	0.835356373	0.999905229
USP19_NM_006677	0.066590539	4.387797567	0.043192744	0.835362768	0.999905229
TSPAN4_NM_001025239	0.062177542	6.584020043	0.043163604	0.835417519	0.999905229
FBXL5_NR_036464	0.064537815	5.035210399	0.04315998	0.835424329	0.999905229
NOL3_NM_001185058	-0.10351285	1.868407273	0.04315829	0.835427505	0.999905229
SYNCRIP_NM_001159674	0.065048404	6.325829051	0.04314472	0.835453011	0.999905229
EIF2C3_NM_024852	-0.094864532	2.260547164	0.043131739	0.835477412	0.999905229
RNF113B_NM_178861	-0.140068498	0.339200561	0.043130573	0.835479605	0.999905229
ZFP64_NM_022088	0.09293479	2.380886724	0.043124651	0.835490738	0.999905229
C12orf57_NM_138425	-0.062179744	5.758969414	0.043094244	0.835547918	0.999905229
NAA10_NM_001256119	-0.065697288	5.194782439	0.043085031	0.835565246	0.999905229
EIF4E3_NM_173359	0.093014701	3.164355085	0.043073333	0.835587252	0.999905229
ATG4A_NM_052936	-0.089371661	2.577599431	0.043067645	0.835597953	0.999905229
COL12A1_NM_080645	-0.086208663	9.512641667	0.043051207	0.835628882	0.999905229
CYBA_NM_000101	0.063678783	4.830938511	0.043045681	0.835639282	0.999905229
MMAB_NM_052845	0.073026801	4.258537404	0.043037575	0.835654537	0.999905229
SOAT1_NR_045530	0.067263867	4.782917492	0.04302577	0.835676757	0.999905229
HDHD1_NM_001178136	-0.093409211	2.373698544	0.043019865	0.835687873	0.999905229
ZNF37A_NM_003421	0.096763228	2.380407019	0.042991538	0.835741207	0.999905229
DYSF_NM_001130986	0.171618791	0.603700559	0.042985141	0.835753253	0.999905229
CCDC59_NR_033192	-0.093462596	2.566269463	0.042984227	0.835754975	0.999905229
RAB43_NM_001204887	-0.074322418	3.660912777	0.042972908	0.835776294	0.999905229
VPS33A_NM_022916	-0.074851594	3.50413049	0.042961135	0.83579847	0.999905229
C1orf38_NM_004848	0.158760393	-0.33507125	0.04295105	0.835817471	0.999905229
RPL30_NM_000989	-0.073630073	8.734903489	0.042940011	0.83583827	0.999905229
RAB43_NM_001204888	-0.074299644	3.660361106	0.042934506	0.835848644	0.999905229
C20orf20_NM_018270	-0.074047048	3.442945774	0.042932513	0.835852399	0.999905229
GRIPAP1_NM_207672	-0.074954818	3.492928576	0.042920193	0.835875618	0.999905229
AMMECR1L_NM_001199140	0.073696394	3.490642723	0.042918174	0.835879424	0.999905229
APRT_NM_001030018	-0.062481427	5.44153383	0.042908724	0.835897236	0.999905229
RC3H2_NM_018835	-0.073044232	3.731682538	0.04289737	0.83591864	0.999905229
LOC146880_NR_026899	0.137832149	0.784749441	0.042896777	0.835919758	0.999905229
C17orf63_NM_018182	-0.102803405	1.913347531	0.042896278	0.835920698	0.999905229
EIF4E3_NM_001134650	0.092825754	3.164259336	0.042893288	0.835926336	0.999905229
ATP6AP2_NM_005765	0.067323289	6.502814536	0.042874271	0.835962195	0.999905229
LOC340544_NR_038978	-0.139339148	0.334655582	0.042871634	0.835967168	0.999905229
DYSF_NM_001130987	0.17085859	0.637107173	0.042867583	0.835974808	0.999905229
CGGBP1_NM_001008390	-0.062835819	5.04150609	0.04285634	0.835996013	0.999905229
FAM179B_NM_015091	-0.085895098	2.865385148	0.042835594	0.836035149	0.999905229
C1orf233_NM_001242659	0.084101117	2.835465019	0.04282763	0.836050177	0.999905229
ANAPC11_NM_001002246	-0.06260086	5.223792763	0.042818349	0.83606769	0.999905229
EIF4E3_NM_001134649	0.092833452	3.164691774	0.042797311	0.836107396	0.999905229
DCAF11_NR_028099	-0.063254651	5.105114028	0.042774293	0.836150851	0.999905229
TAB1_NM_153497	-0.080975338	3.022766806	0.042772104	0.836154984	0.999905229
TINF2_NM_012461	0.06490754	4.422919345	0.042763048	0.836172085	0.999905229
VAMP1_NM_014231	0.136483365	0.724719124	0.042749597	0.836197486	0.999905229
NOM1_NM_138400	0.080747573	3.091297967	0.042707379	0.836277244	0.999905229
HSP90AA1_NM_005348	-0.074216471	8.214642824	0.04269925	0.836292606	0.999905229
ZNF37A_NM_001178101	0.096436465	2.380151249	0.042696716	0.836297394	0.999905229
DGCR8_NM_001190326	0.068003247	4.027474734	0.042696584	0.836297644	0.999905229
DYSF_NM_001130978	0.170377689	0.637361929	0.042680037	0.836328919	0.999905229
TNPO1_NM_002270	0.060748556	6.561243899	0.042625548	0.836431955	0.999905229
VEGFA_NM_001171624	0.071274537	4.405515007	0.042598902	0.836482366	0.999905229
VEGFA_NM_003376	0.071274539	4.405515007	0.042596428	0.836487046	0.999905229
VEGFA_NM_001025366	0.071307029	4.4056577	0.042583321	0.836511849	0.999905229
VEGFA_NM_001171623	0.071307031	4.4056577	0.042581362	0.836515557	0.999905229
CALU_NM_001199671	-0.073452699	8.899267879	0.042573921	0.83652964	0.999905229
IMPACT_NM_018439	0.067496617	4.500448512	0.042557644	0.836560452	0.999905229
RAB43_NM_198490	-0.073953294	3.660664667	0.042538153	0.836597355	0.999905229
OTUD3_NM_015207	0.132070669	0.817161656	0.042525267	0.836621758	0.999905229
METTL1_NM_023033	0.093261611	2.547167431	0.042523941	0.836624269	0.999905229
AUH_NM_001698	0.099775223	2.034108953	0.042517979	0.836635561	0.999905229
HIST3H2A_NM_033445	0.145794145	0.106117482	0.042504428	0.836661229	0.999905229
TMEM47_NM_031442	-0.073668357	6.112419675	0.042480798	0.836706001	0.999905229
MAPK7_NM_139032	0.0744105	3.468082681	0.04247903	0.83670935	0.999905229
RANBP6_NM_001243202	-0.088102632	2.658850043	0.042473535	0.836719763	0.999905229
TAOK1_NM_025142	-0.064674837	5.043413256	0.042429199	0.836803805	0.999905229
ELFN2_NM_052906	-0.191559658	-0.293372343	0.042398558	0.836861917	0.999905229
ZNF562_NM_001130031	0.07820973	3.126857297	0.042381191	0.836894861	0.999905229
MTM1_NM_000252	0.100030574	1.982621508	0.042364861	0.836925848	0.999905229
RALA_NM_005402	0.06390413	5.446159781	0.042340539	0.836972008	0.999905229
CALU_NM_001219	-0.07309854	8.881079727	0.042313373	0.837023582	0.999905229
MAMLD1_NM_001177465	0.072630698	4.264667812	0.042309934	0.837030112	0.999905229
VEGFA_NM_001171625	0.071046883	4.404608017	0.042293939	0.837060489	0.999905229
VEGFA_NM_001025367	0.071046886	4.404608016	0.042290081	0.837067815	0.999905229
ARHGAP21_NM_020824	-0.064417026	5.577996085	0.0422883	0.837071198	0.999905229
RAB43_NM_001204884	-0.073743765	3.656913162	0.042263707	0.837117918	0.999905229
MIR671_NR_030407	0.132776271	0.725368307	0.042255204	0.837134073	0.999905229
ZNF562_NM_001130032	0.078087175	3.12348274	0.042251556	0.837141005	0.999905229
UTP14A_NM_001166221	0.070887779	3.828950528	0.04224858	0.83714666	0.999905229
MAX_NM_197957	0.088338018	2.57214533	0.042245556	0.837152408	0.999905229
PHYHD1_NM_174933	0.089026718	2.638779772	0.042244975	0.837153512	0.999905229
SPG7_NM_003119	-0.066098171	4.461323246	0.042228555	0.837184719	0.999905229
SNORD15B_NR_000025	-0.068028851	4.962008821	0.042217697	0.837205361	0.999905229
MTR_NM_000254	0.0725868	3.976280772	0.042216418	0.837207792	0.999905229
MIR4750_NR_039905	0.139437809	0.279374577	0.042213016	0.83721426	0.999905229
LOC100288198_NR_040671	0.116098993	1.365232381	0.04220921	0.837221495	0.999905229
FTL_NM_000146	0.085015567	11.11986395	0.042154103	0.837326304	0.999905229
EEF1E1_NM_001135650	-0.103342266	1.985252062	0.042152977	0.837328446	0.999905229
ABCC1_NM_019862	-0.073396394	5.006366434	0.042135538	0.837361628	0.999905229
LDOC1L_NM_032287	0.064321849	4.563700496	0.042120702	0.837389865	0.999905229
PABPC1_NM_002568	0.074369327	9.13431926	0.042109133	0.837411885	0.999905229
SMEK2_NM_001122964	-0.064341566	4.720941572	0.04208031	0.837466763	0.999905229
ACSF3_NR_045667	-0.10410948	1.889076473	0.042075874	0.837475211	0.999905229
KCTD4_NM_198404	0.12761233	0.843573839	0.042032227	0.837558353	0.999905229
RAB43_NM_001204883	-0.073531266	3.657299727	0.042021633	0.837578541	0.999905229
ITCH_NM_031483	-0.062320055	4.996545478	0.041982106	0.837653885	0.999905229
SDCCAG3_NM_001039707	0.06934613	4.066157853	0.041961856	0.837692499	0.999905229
RNH1_NM_203385	-0.07175287	7.929457775	0.041958578	0.83769875	0.999905229
ABCC1_NM_019899	-0.073233864	4.972601109	0.041957818	0.8377002	0.999905229
NRAS_NM_002524	-0.062455814	5.505542119	0.041903428	0.837803967	0.999905229
FAM185A_NR_026879	-0.136103408	0.355852196	0.041893669	0.837822593	0.999905229
TNPO1_NM_153188	0.060212231	6.568237147	0.041890946	0.837827789	0.999905229
FAM168A_NM_015159	-0.08124711	2.91301486	0.041887527	0.837834316	0.999905229
C2orf28_NM_080592	-0.060376418	6.372004939	0.04187699	0.837854431	0.999905229
RAB43_NM_001204885	-0.073403139	3.656608545	0.04185859	0.837889563	0.999905229
SPHK2_NM_001243876	-0.091714284	2.467747126	0.041833123	0.8379382	0.999905229
BOP1_NM_015201	0.071684848	7.494381987	0.041816735	0.837969507	0.999905229
ATP5A1_NM_001001937	-0.066648783	8.033441364	0.041815394	0.837972069	0.999905229
PIKFYVE_NM_001178000	-0.123660042	0.917496402	0.041813113	0.837976427	0.999905229
ZXDC_NM_025112	0.091757922	2.355500478	0.041812279	0.837978021	0.999905229
OXCT1_NM_000436	-0.074735939	4.559897263	0.041774809	0.83804963	0.999905229
STAU2_NM_014393	-0.078069979	3.132934387	0.041763326	0.838071582	0.999905229
ATP5A1_NM_004046	-0.066658022	8.033401643	0.041762941	0.838072318	0.999905229
TMEM205_NM_001145416	-0.068886819	3.986721654	0.041758443	0.838080916	0.999905229
PCDHGA7_NM_018920	0.068220657	6.248299035	0.041709486	0.838174547	0.999905229
CEP70_NM_024491	-0.10990572	1.595318862	0.041708366	0.838176691	0.999905229
CTTN_NM_138565	-0.063447915	7.010253971	0.041673716	0.838242994	0.999905229
TM4SF19-TCTEX1D2_NR_037950	0.136782875	0.402758309	0.041668568	0.838252847	0.999905229
DYSF_NM_001130984	0.168512295	0.63067994	0.041650067	0.838288264	0.999905229
MMP12_NM_002426	0.178296676	2.42684244	0.041624115	0.838337956	0.999905229
C22orf39_NM_001166242	-0.115259495	1.312806314	0.041610994	0.838363087	0.999905229
PIGN_NM_012327	0.0697488	3.93743907	0.041592626	0.838398273	0.999905229
UTY_NM_007125	-0.093227354	2.373435658	0.041591522	0.838400389	0.999905229
MT1G_NM_005950	-0.129137978	3.22843819	0.041573716	0.838434509	0.999905229
TBCB_NM_001281	0.059328994	5.609905378	0.041568297	0.838444893	0.999905229
HMGXB4_NM_001003681	0.073166028	3.721344087	0.041543781	0.838491884	0.999905229
BBS9_NM_014451	-0.075409149	3.505626001	0.0415433	0.838492806	0.999905229
CD68_NM_001040059	-0.065149816	6.139648652	0.041535827	0.838507133	0.999905229
APOL1_NM_145343	-0.125882807	2.416000142	0.04153015	0.838518018	0.999905229
ZHX3_NM_015035	0.063720555	4.974641964	0.041493079	0.838589115	0.999905229
ABCC1_NM_004996	-0.072608674	5.038828594	0.04148262	0.838609179	0.999905229
DGCR8_NM_022720	0.066728619	4.094853594	0.041473363	0.838626939	0.999905229
PPP2R5D_NM_180976	0.060842911	5.322689659	0.041466076	0.838640923	0.999905229
TST_NM_003312	0.090602718	2.672609906	0.041455326	0.838661553	0.999905229
MRPS25_NM_022497	0.071758198	3.63479972	0.041444776	0.8386818	0.999905229
ARAP1_NM_001040118	0.061254447	5.76392897	0.041436525	0.838697638	0.999905229
CYB5A_NM_001190807	0.080958523	4.489498768	0.041435263	0.838700062	0.999905229
YBX1_NM_004559	-0.066692698	8.107435715	0.041434925	0.83870071	0.999905229
ZNHIT2_NM_014205	-0.112698122	1.388563789	0.041411382	0.838745913	0.999905229
XPO4_NM_022459	-0.076324529	3.212943543	0.041410425	0.83874775	0.999905229
ABHD12_NM_001042472	0.071261447	5.141637547	0.041392437	0.838782296	0.999905229
ASMTL-AS1_NR_026711	-0.093689505	2.221403681	0.041379334	0.838807466	0.999905229
ASMTL-AS1_NR_026711_1	-0.093689506	2.221403683	0.041377391	0.838811197	0.999905229
ANAPC11_NM_001002249	-0.061276893	5.252729722	0.04137499	0.838815811	0.999905229
FOXJ3_NM_001198851	0.066793298	4.077794089	0.041374931	0.838815923	0.999905229
RAB43_NM_001204886	-0.072922692	3.656617697	0.041362067	0.83884064	0.999905229
ARHGEF40_NM_018071	0.05979632	5.720424765	0.041357636	0.838849154	0.999905229
ASMTL-AS1_NR_026710	-0.10659416	1.602112308	0.041340434	0.838882211	0.999905229
ASMTL-AS1_NR_026710_1	-0.10659416	1.60211231	0.041338724	0.838885498	0.999905229
EGFR_NM_005228	0.072906826	4.336757696	0.041321053	0.838919465	0.999905229
HDGF_NM_001126051	0.062740414	7.208010842	0.041304931	0.838950461	0.999905229
RBM12_NM_006047	0.061948394	4.931916319	0.041288867	0.838981353	0.999905229
FBXL5_NM_012161	0.06334622	5.003571075	0.041268796	0.839019958	0.999905229
HDGF_NM_001126050	0.062687927	7.207426913	0.041256146	0.839044296	0.999905229
SAP30L_NR_024084	0.06904952	4.221961911	0.041251115	0.839053976	0.999905229
MTX2_NM_006554	-0.070124667	3.976565889	0.041249556	0.839056975	0.999905229
FBXL5_NM_001193534	0.063268872	5.002377005	0.041243346	0.839068926	0.999905229
FAM174A_NM_198507	-0.108171268	1.617353346	0.041205066	0.839142606	0.999905229
SLC25A35_NM_201520	0.07985666	2.869315083	0.041199156	0.839153985	0.999905229
CHD1L_NR_046070	-0.06709247	4.812224443	0.041180515	0.839189879	0.999905229
RBM12_NM_001198838	0.061799277	4.904928993	0.041173342	0.839203695	0.999905229
UTY_NM_182659	-0.095214557	2.136135142	0.041157351	0.839234498	0.999905229
MRPS31_NM_005830	0.093769776	2.293133878	0.041147175	0.839254102	0.999905229
RAB28_NM_004249	-0.081902014	2.843084193	0.041144372	0.839259502	0.999905229
RPS6KC1_NM_001136138	0.068834066	3.880495279	0.041138432	0.839270947	0.999905229
KDM4C_NM_015061	-0.080047153	2.995497739	0.041123573	0.83929958	0.999905229
ABCC1_NM_019898	-0.072431534	5.005823156	0.041123165	0.839300367	0.999905229
PMF1-BGLAP_NM_001199663	0.076265094	3.108272479	0.041081405	0.839380871	0.999905229
ATG4C_NM_178221	0.094312448	2.126513438	0.04107711	0.839389153	0.999905229
SLC23A1_NM_005847	-0.123399945	0.846097807	0.041068468	0.839405818	0.999905229
SLC23A1_NM_152685	-0.123399937	0.846232047	0.041063718	0.839414979	0.999905229
PABPN1_NM_004643	0.060359982	5.20160575	0.041010469	0.839517715	0.999905229
TSPAN4_NM_001025235	0.061262136	6.751630627	0.040999777	0.839538352	0.999905229
FEZ1_NM_005103	0.063885328	5.274759458	0.040987263	0.839562509	0.999905229
C6orf70_NM_018341	-0.079209702	2.9599957	0.040973697	0.839588702	0.999905229
ARAP1_NM_015242	0.060854003	5.772902941	0.040962674	0.839609988	0.999905229
PFDN1_NM_002622	-0.063901398	4.606374393	0.040956801	0.839621329	0.999905229
SIRT5_NM_031244	-0.10313353	1.739520778	0.040948222	0.8396379	0.999905229
TMEM14E_NM_001123228	-0.144449374	-0.029391153	0.040943941	0.839646169	0.999905229
MARK4_NM_031417	0.064030817	4.408839755	0.040940637	0.83965255	0.999905229
NF2_NM_181828	0.062707078	5.213287063	0.040938459	0.839656759	0.999905229
MTCP1_NM_001018025	-0.078906389	3.337092523	0.040938113	0.839657426	0.999905229
IKBIP_NM_153687	-0.070844176	4.30073744	0.040886415	0.839757328	0.999905229
IRGQ_NM_001007561	-0.092099151	2.384206901	0.040886063	0.839758009	0.999905229
PANK2_NM_153640	0.07196943	3.704008004	0.040885839	0.839758442	0.999905229
SMARCAD1_NM_001128429	-0.071748516	3.790160429	0.04086963	0.839789778	0.999905229
DYSF_NM_001130982	0.166994796	0.619188811	0.040820557	0.839884688	0.999905229
TSPAN4_NM_003271	0.061014971	6.741028975	0.040799462	0.839925505	0.999905229
LOC100506844_NR_038269	-0.106047763	1.668795565	0.040797699	0.839928918	0.999905229
TSPAN4_NM_001025236	0.061102703	6.751765387	0.040782497	0.83995834	0.999905229
NSFL1C_NR_038164	-0.062233872	5.029954722	0.040768104	0.839986202	0.999905229
PGBD3_NM_170753	-0.115328353	1.393862811	0.040756504	0.84000866	0.999905229
EIF2C3_NM_177422	-0.093462405	2.10465744	0.04074412	0.840032642	0.999905229
ZNF213_NM_004220	0.08980176	2.43972383	0.040715515	0.840088046	0.999905229
ANAPC11_NM_001002248	-0.061014687	5.235629603	0.040708084	0.840102442	0.999905229
SLC1A5_NM_005628	0.074177721	7.401939433	0.040702546	0.840113172	0.999905229
ODF3B_NM_001014440	-0.16169291	-0.348280019	0.040698304	0.840121391	0.999905229
MARK4_NM_001199867	0.063736878	4.385329223	0.040687418	0.840142487	0.999905229
TBC1D3B_NM_001001417	-0.093687636	3.933429355	0.040679964	0.840156934	0.999905229
C10orf137_NM_001202438	0.087429358	2.562201207	0.040675905	0.8401648	0.999905229
CALU_NM_001199672	-0.071378515	8.851895572	0.040649652	0.840215693	0.999905229
CEP44_NM_001040157	0.105411766	1.764478631	0.04061815	0.840276785	0.999905229
TSPAN4_NM_001025238	0.0604324	6.60814852	0.040616907	0.840279196	0.999905229
PPP2R5D_NM_006245	0.060326962	5.351712731	0.040616621	0.840279752	0.999905229
ACYP2_NM_138448	-0.110097421	1.481895829	0.040614985	0.840282925	0.999905229
C17orf63_NM_001077498	-0.100624275	1.895895463	0.040559028	0.840391507	0.999905229
FBXW9_NM_032301	-0.088723991	2.430089128	0.040558067	0.840393372	0.999905229
EXOG_NM_001145464	0.092675984	2.236781491	0.040557691	0.840394103	0.999905229
LOC100133331_NR_028327	0.132536639	0.747041401	0.040508283	0.840490042	0.999905229
ZNF581_NM_016535	0.080532529	3.088822	0.040504686	0.840497029	0.999905229
SMARCAD1_NM_020159	-0.071401602	3.789341693	0.040503391	0.840499546	0.999905229
PSMG2_NM_020232	0.061738164	4.966020349	0.040500377	0.840505399	0.999905229
LOC100132062_NR_028325	0.132536677	0.7470414	0.04049871	0.840508639	0.999905229
LOC100132287_NR_028322_1	0.132536677	0.7470414	0.040498662	0.840508731	0.999905229
FOXD1_NM_004472	0.085195128	4.736663659	0.04047741	0.840550023	0.999905229
ZNF213_NM_001134655	0.089509629	2.440670995	0.040473833	0.840556973	0.999905229
RBM12_NM_152838	0.061363878	4.930049657	0.040440609	0.840621551	0.999905229
DDX28_NM_018380	-0.101921922	1.784186211	0.040423621	0.840654581	0.999905229
ELTD1_NM_022159	-0.083643512	3.031681677	0.040423057	0.840655677	0.999905229
KBTBD11_NM_014867	-0.110446115	1.781501856	0.04038173	0.840736061	0.999905229
ZNF557_NM_001044387	-0.106304815	1.555640527	0.040358635	0.840781001	0.999905229
MYSM1_NM_001085487	0.098300547	2.332998948	0.040355437	0.840787224	0.999905229
POLL_NM_001174085	0.079527236	3.040254395	0.040344405	0.840808697	0.999905229
PEX14_NM_004565	0.077575247	3.066106643	0.040327111	0.840842364	0.999905229
ARRDC1_NM_152285	0.084343934	2.651435112	0.040317131	0.840861795	0.999905229
S100PBP_NM_022753	0.072269076	3.357490529	0.040316579	0.840862871	0.999905229
CALU_NM_001130674	-0.070985825	8.833096308	0.040301732	0.840891784	0.999905229
PIGX_NM_001166304	0.078973715	3.005145957	0.040293388	0.840908035	0.999905229
ACADM_NM_001127328	-0.078359496	3.673596152	0.04028089	0.840932381	0.999905229
U2AF1_NM_006758	0.058562083	5.678787435	0.040279565	0.840934962	0.999905229
NDNL2_NM_138704	0.072306177	3.413277955	0.040264615	0.840964089	0.999905229
RAD9A_NM_004584	0.086219115	2.630716173	0.040258989	0.840975052	0.999905229
TRIM33_NM_033020	-0.075258672	3.273702684	0.040245292	0.841001746	0.999905229
MIR31HG_NR_027054	0.11415015	2.758373344	0.040242163	0.841007844	0.999905229
ACADM_NM_000016	-0.078287638	3.673515255	0.040208605	0.841073266	0.999905229
EGFR_NM_201282	0.085216508	2.866875781	0.040183581	0.841122068	0.999905229
EDARADD_NM_145861	0.07548132	3.93945369	0.04017073	0.841147138	0.999905229
PNRC2_NM_017761	-0.064705398	4.388630011	0.040162553	0.841163091	0.999905229
WDR83_NR_029375	-0.064260509	4.313807158	0.040161666	0.84116482	0.999905229
CEP350_NM_014810	0.077110225	3.592946936	0.040116195	0.841253566	0.999905229
PRKACA_NM_207518	-0.057964137	5.62275206	0.040112741	0.841260309	0.999905229
HYAL3_NM_001200029	0.124985928	0.852945888	0.040111843	0.841262062	0.999905229
DDX17_NM_006386	-0.061746606	6.221373959	0.040097523	0.841290023	0.999905229
C17orf80_NM_001100621	-0.081421358	2.769972553	0.040092774	0.841299298	0.999905229
MED29_NM_017592	-0.063060533	4.347335199	0.0400834	0.841317604	0.999905229
GFOD2_NM_030819	0.099349269	1.874283887	0.040077349	0.841329422	0.999905229
PDDC1_NM_182612	-0.063553565	4.433278351	0.040076424	0.84133123	0.999905229
PRELID2_NM_205846	-0.153637905	-0.276659672	0.040074554	0.841334882	0.999905229
SAMD8_NM_144660	-0.073776158	3.520394169	0.04006364	0.841356202	0.999905229
DEAF1_NM_021008	0.066449008	4.185586554	0.040062017	0.841359374	0.999905229
GPX7_NM_015696	0.085615191	3.590056681	0.040053784	0.841375459	0.999905229
EDARADD_NM_080738	0.07533004	3.94009444	0.040022842	0.841435927	0.999905229
TSPAN4_NM_001025234	0.060535246	6.763284912	0.040002645	0.84147541	0.999905229
SELK_NM_021237	-0.071709397	3.670745937	0.039989299	0.841501506	0.999905229
EGFR_NM_201284	0.085017631	2.868207932	0.039983773	0.841512311	0.999905229
C14orf102_NM_017970	0.092842367	2.103349237	0.039981024	0.841517687	0.999905229
WDR83_NM_001099737	-0.064242903	4.316335508	0.039970616	0.841538044	0.999905229
DDX21_NM_004728	0.060736085	5.796403895	0.03996812	0.841542926	0.999905229
EPN2_NM_148921	0.068784908	3.879963112	0.039967684	0.841543779	0.999905229
PRKACA_NM_002730	-0.05787993	5.623798583	0.039956035	0.841566566	0.999905229
USP54_NM_152586	0.108559844	1.589610266	0.039923424	0.841630379	0.999905229
ZNF440_NM_152357	0.105204352	1.68703046	0.03991731	0.841642344	0.999905229
NDST1_NM_001543	-0.064521472	7.279768746	0.039873077	0.841728947	0.999905229
MSC_NM_005098	0.09127974	3.306369778	0.039856079	0.841762242	0.999905229
RNH1_NM_203388	-0.069739842	7.89788932	0.039808202	0.841856056	0.999905229
MARS_NM_004990	0.068224612	6.989907063	0.039807543	0.841857347	0.999905229
ZDHHC9_NM_001008222	0.062675881	4.787963288	0.039788126	0.841895413	0.999905229
MPV17L2_NM_032683	0.09247188	2.391399627	0.039768704	0.841933497	0.999905229
DLST_NM_001933	0.059625842	6.352137188	0.039768504	0.841933889	0.999905229
DDX17_NM_001098504	-0.061460591	6.222050386	0.039724044	0.842021106	0.999905229
ACPL2_NM_152282	0.106418938	1.987292479	0.039699079	0.8420701	0.999905229
UCK1_NM_001135954	0.066424751	4.02206702	0.039691543	0.842084894	0.999905229
POLR3H_NM_001018050	0.058749454	5.308401068	0.039686476	0.842094842	0.999905229
RPAIN_NR_027684	-0.069931644	3.867209439	0.039628731	0.842208251	0.999905229
ZNF79_NM_007135	0.120471907	0.991183159	0.039620431	0.842224559	0.999905229
CDAN1_NM_138477	0.088657997	2.548067584	0.039577031	0.842309861	0.999905229
DYSF_NM_001130455	0.164604362	0.612680986	0.039566887	0.842329806	0.999905229
MLLT10_NM_001195628	-0.129348194	0.586299419	0.039566365	0.842330834	0.999905229
ZNF324_NM_014347	0.101935193	1.735557144	0.039562696	0.842338047	0.999905229
TMEM198B_NR_036477	-0.09057674	2.656137265	0.039515114	0.842431643	0.999905229
NNT_NM_182977	0.058557328	5.48173684	0.039510288	0.842441139	0.999905229
ZNF622_NM_033414	-0.065275324	4.217851945	0.03950224	0.842456977	0.999905229
C8orf82_NM_001001795	0.071279291	3.358566814	0.039501419	0.842458593	0.999905229
FAM126A_NM_032581	0.061283786	5.421896076	0.03949384	0.842473508	0.999905229
LOC728431_NR_038842	0.146016177	-0.175394234	0.039437924	0.842583603	0.999905229
STRADA_NM_001003788	0.073025287	3.246412718	0.039436718	0.842585979	0.999905229
PRR5_NM_001017530	-0.075722648	3.452027763	0.039433928	0.842591475	0.999905229
PRKRA_NM_001139517	-0.06260918	4.506875333	0.039430868	0.8425975	0.999905229
SENP7_NM_001077203	0.106227769	1.703051419	0.039409228	0.842640134	0.999905229
FBXL5_NM_001193535	0.061735988	4.98741785	0.039390844	0.842676362	0.999905229
FAM104A_NM_001098832	-0.065896661	4.045520043	0.039390159	0.842677713	0.999905229
MAP2K5_NM_001206804	0.069100716	3.919124757	0.03938507	0.842687743	0.999905229
ZBTB24_NM_014797	0.084696713	2.630966408	0.039378432	0.842700827	0.999905229
SETD4_NR_040087	0.100831664	1.901365494	0.039371727	0.842714046	0.999905229
PRDM8_NM_020226	0.115038461	1.947491333	0.039370634	0.842716199	0.999905229
TRIM33_NM_015906	-0.074643742	3.303943253	0.03936392	0.842729435	0.999905229
DDX18_NM_006773	-0.063920346	4.77096604	0.039339361	0.842777864	0.999905229
ZNF619_NM_001145083	0.143992514	-0.095940924	0.039330426	0.842795488	0.999905229
NUFIP1_NM_012345	-0.101220841	1.754541044	0.039229849	0.842994002	0.999905229
ARID2_NM_152641	0.080403846	2.809135594	0.039223428	0.843006684	0.999905229
S100PBP_NM_001256121	0.071734602	3.345055022	0.039186953	0.843078749	0.999905229
TMEM99_NM_001195387	0.092629248	2.238821963	0.039186872	0.843078909	0.999905229
PSMD9_NM_002813	0.06020555	5.117146526	0.039149305	0.843153167	0.999905229
RASSF4_NM_032023	0.120001497	1.047554907	0.039147419	0.843156895	0.999905229
LAS1L_NM_001170650	0.071259031	3.634298833	0.039143848	0.843163956	0.999905229
ZDHHC9_NM_016032	0.061804927	4.83819462	0.039121598	0.843207959	0.999905229
INPP5F_NM_001243195	0.137549817	0.126972222	0.039111936	0.84322707	0.999905229
PPP2R5D_NM_180977	0.059804946	5.2617789	0.039081836	0.843286625	0.999905229
TAOK2_NM_001252043	0.063997087	4.642129125	0.039036279	0.843376807	0.999905229
CD68_NM_001251	-0.063373788	6.181471141	0.039032485	0.843384321	0.999905229
