gene_id	logFC	logCPM	LR	PValue	FDR	gene_symbol	refseq
CUX1_NM_181500	0.055203098	5.304393126	0.031573426	0.858967125	0.999752564	CUX1	NM_181500
CPSF3L_NM_001256456	-0.052722696	5.335747628	0.031572585	0.858968983	0.999752564	CPSF3L	NM_001256456
NUDT11_NM_018159	0.078837129	2.433623449	0.031562501	0.85899127	0.999752564	NUDT11	NM_018159
UPF3A_NM_023011	-0.067700749	3.501443196	0.031541649	0.859037371	0.999752564	UPF3A	NM_023011
CA11_NM_001217	-0.127301814	0.29224416	0.031530742	0.85906149	0.999752564	CA11	NM_001217
SLC43A3_NM_017611	0.068835847	4.026690767	0.031525175	0.859073802	0.999752564	SLC43A3	NM_017611
MAP3K3_NM_002401	0.055649895	4.868901377	0.031490983	0.859149448	0.999752564	MAP3K3	NM_002401
GMEB2_NM_012384	-0.069071375	3.055600538	0.031488923	0.859154005	0.999752564	GMEB2	NM_012384
ZDHHC20_NM_153251	-0.056275183	5.105458073	0.031478743	0.859176537	0.999752564	ZDHHC20	NM_153251
BRE_NM_199192	-0.057560428	4.642521554	0.031472896	0.859189478	0.999752564	BRE	NM_199192
RPRD1B_NM_021215	0.063692252	3.443930339	0.031471843	0.85919181	0.999752564	RPRD1B	NM_021215
ZFP28_NM_020828	-0.094140532	1.555513295	0.031464632	0.859207774	0.999752564	ZFP28	NM_020828
NELF_NM_001130970	-0.053490172	5.330548508	0.031457022	0.859224622	0.999752564	NELF	NM_001130970
WDR83_NM_032332	-0.081552296	2.241707184	0.031455223	0.859228605	0.999752564	WDR83	NM_032332
MECR_NM_001024732	0.064819424	3.72956172	0.03144905	0.859242275	0.999752564	MECR	NM_001024732
BID_NM_197966	-0.06580477	3.433122266	0.031445604	0.859249908	0.999752564	BID	NM_197966
LMF2_NM_033200	0.054354413	5.70747411	0.031445064	0.859251104	0.999752564	LMF2	NM_033200
ELP4_NM_019040	0.075650733	2.649936015	0.031442761	0.859256202	0.999752564	ELP4	NM_019040
IMMP2L_NM_032549	0.105945451	1.004123757	0.031435593	0.85927208	0.999752564	IMMP2L	NM_032549
TIRAP_NM_148910	0.107193182	0.859765276	0.031417609	0.859311919	0.999752564	TIRAP	NM_148910
MAGI3_NM_152900	0.087417239	1.991041895	0.03139306	0.859366323	0.999752564	MAGI3	NM_152900
PHF6_NM_032458	-0.06834883	3.147466726	0.031377098	0.859401707	0.999752564	PHF6	NM_032458
ATP5J2-PTCD1_NM_001198879	0.052198377	5.463293886	0.031375102	0.859406134	0.999752564	ATP5J2-PTCD1	NM_001198879
FASN_NM_004104	-0.062616256	6.598550884	0.031373342	0.859410036	0.999752564	FASN	NM_004104
HSP90AB1_NM_007355	-0.058355832	8.202038285	0.031365608	0.859427185	0.999752564	HSP90AB1	NM_007355
DNAJC25_NM_001015882	0.082473222	2.19364806	0.031359826	0.859440007	0.999752564	DNAJC25	NM_001015882
SLC43A3_NM_014096	0.068539509	4.044136681	0.031346669	0.859469189	0.999752564	SLC43A3	NM_014096
CUX1_NM_001913	0.054964026	5.304909406	0.031340182	0.859483581	0.999752564	CUX1	NM_001913
SSBP3_NM_145716	0.063997577	3.712640658	0.031335354	0.859494292	0.999752564	SSBP3	NM_145716
SUN2_NM_001199579	-0.056529396	5.475932302	0.031313597	0.859542571	0.999752564	SUN2	NM_001199579
SUN2_NM_015374	-0.056512673	5.475850052	0.031296001	0.85958163	0.999752564	SUN2	NM_015374
HUWE1_NM_031407	-0.053373111	6.770462949	0.031292171	0.859590134	0.999752564	HUWE1	NM_031407
FEM1A_NM_018708	-0.065629891	3.179088127	0.031282326	0.859611993	0.999752564	FEM1A	NM_018708
B3GNTL1_NM_001009905	-0.112262974	0.851677471	0.031227736	0.85973327	0.999752564	B3GNTL1	NM_001009905
MAP3K10_NM_002446	0.087860053	1.906533498	0.031215547	0.859760363	0.999752564	MAP3K10	NM_002446
NELF_NM_001130971	-0.053489744	5.291231108	0.031209	0.859774918	0.999752564	NELF	NM_001130971
SNORD97_NR_004403	0.063405244	3.377686531	0.031203682	0.859786743	0.999752564	SNORD97	NR_004403
MCAT_NM_173467	-0.077144111	2.538320585	0.031179077	0.859841461	0.999752564	MCAT	NM_173467
ABCF1_NM_001090	0.050153245	5.732333486	0.031178336	0.859843111	0.999752564	ABCF1	NM_001090
ATXN7L1_NM_138495	-0.114289663	0.992983388	0.031173658	0.859853516	0.999752564	ATXN7L1	NM_138495
GNE_NM_001190388	0.059497648	3.977084957	0.031170747	0.859859993	0.999752564	GNE	NM_001190388
HNRNPUL1_NM_144732	-0.054639541	7.032539565	0.03116808	0.859865926	0.999752564	HNRNPUL1	NM_144732
TIMM50_NM_001001563	0.056700384	5.196857745	0.031154731	0.859895628	0.999752564	TIMM50	NM_001001563
SLC22A23_NM_015482	-0.081314587	2.556221632	0.031145025	0.859917228	0.999752564	SLC22A23	NM_015482
AKIP1_NM_001206648	-0.067050164	3.133804978	0.031139288	0.859929997	0.999752564	AKIP1	NM_001206648
MGC27345_NR_046216	-0.11821405	0.382795344	0.031128009	0.859955105	0.999752564	MGC27345	NR_046216
TSNAX-DISC1_NR_028397	0.075165961	2.657871659	0.031092565	0.860034035	0.999752564	TSNAX-DISC1	NR_028397
RNF138_NM_001191324	0.080795886	2.367475604	0.031076739	0.860069294	0.999752564	RNF138	NM_001191324
MAP4_NM_001134364	-0.057807838	7.949433807	0.031071601	0.860080743	0.999752564	MAP4	NM_001134364
ARL5A_NM_012097	0.065008541	3.744814345	0.031044083	0.860142076	0.999752564	ARL5A	NM_012097
GLUL_NM_001033044	0.055895186	6.330283875	0.031032497	0.860167908	0.999752564	GLUL	NM_001033044
C12orf26_NM_032230	0.097719027	1.35955176	0.03101431	0.860208466	0.999752564	C12orf26	NM_032230
MGC2752_NR_026052	-0.058626894	4.001348253	0.031013586	0.860210082	0.999752564	MGC2752	NR_026052
BID_NM_001196	-0.065217483	3.4342744	0.030979484	0.860286168	0.999752564	BID	NM_001196
USP3_NR_046341	0.060514734	3.816422338	0.030965991	0.860316283	0.999752564	USP3	NR_046341
HSF2_NM_001243094	-0.091652278	1.667875711	0.030934344	0.860386946	0.999752564	HSF2	NM_001243094
C1orf55_NM_152608	-0.073471221	2.67309111	0.030910783	0.860439578	0.999752564	C1orf55	NM_152608
FXR2_NM_004860	-0.056123101	4.613582416	0.030886151	0.860494624	0.999752564	FXR2	NM_004860
TTC21B_NM_024753	-0.069870908	2.860714321	0.030883479	0.860500598	0.999752564	TTC21B	NM_024753
MOB2_NM_053005	-0.067246848	3.05134226	0.03085824	0.860557027	0.999752564	MOB2	NM_053005
C19orf55_NM_001039887	0.10950273	0.95203441	0.030853818	0.860566916	0.999752564	C19orf55	NM_001039887
SSBP3_NM_001009955	0.063713881	3.643406574	0.030824374	0.860632781	0.999752564	SSBP3	NM_001009955
SNORD81_NR_003938	0.10915778	1.266178853	0.030815433	0.860652788	0.999752564	SNORD81	NR_003938
MOB2_NM_001172223	-0.067121417	3.055882905	0.030799966	0.860687406	0.999752564	MOB2	NM_001172223
RNF150_NM_020724	-0.096507681	2.070689868	0.030785575	0.860719624	0.999752564	RNF150	NM_020724
C4A_NM_001252204	-0.056485512	5.590840981	0.030781319	0.860729154	0.999752564	C4A	NM_001252204
USP3_NR_046342	0.060336952	3.821308389	0.030758051	0.860781263	0.999752564	USP3	NR_046342
BCKDHB_NM_000056	-0.067500722	3.231251405	0.030752044	0.86079472	0.999752564	BCKDHB	NM_000056
ZFP112_NM_001083335	0.119657459	0.37711375	0.030746383	0.860807403	0.999752564	ZFP112	NM_001083335
SYS1_NM_033542	-0.060789647	3.836697561	0.030705948	0.860898027	0.999752564	SYS1	NM_033542
DHX36_NM_020865	-0.058182759	4.468951289	0.030702804	0.860905075	0.999752564	DHX36	NM_020865
PRMT2_NM_001242866	-0.050941048	5.425711419	0.030667338	0.860984617	0.999752564	PRMT2	NM_001242866
GSR_NM_001195104	-0.055446717	4.271942581	0.030639642	0.861046765	0.999752564	GSR	NM_001195104
PSMD10_NM_170750	0.055628409	4.454927212	0.030637245	0.861052145	0.999752564	PSMD10	NM_170750
BRD1_NM_014577	-0.063554393	3.295751378	0.030613936	0.861104476	0.999752564	BRD1	NM_014577
ODZ4_NM_001098816	0.111093837	1.804686048	0.030586378	0.861166369	0.999752564	ODZ4	NM_001098816
SYS1_NM_001197129	-0.060670025	3.836572224	0.030584448	0.861170705	0.999752564	SYS1	NM_001197129
LOC100131320_NR_036537	0.10381354	0.991809371	0.030577299	0.861186768	0.999752564	LOC100131320	NR_036537
LIMS3_NM_033514	-0.10933532	0.83855841	0.030567906	0.861207873	0.999752564	LIMS3	NM_033514
LIMS3L_NM_001205288	-0.109335323	0.838558416	0.030564156	0.861216299	0.999752564	LIMS3L	NM_001205288
TSNAX-DISC1_NR_028399	0.075653883	2.602036996	0.030563609	0.86121753	0.999752564	TSNAX-DISC1	NR_028399
CFLAR-AS1_NR_040030	-0.091516613	1.692352171	0.030547462	0.861253821	0.999752564	CFLAR-AS1	NR_040030
ZNF559_NM_001202407	-0.097942602	1.391132268	0.030539807	0.861271031	0.999752564	ZNF559	NM_001202407
WIPI2_NM_016003	0.050166116	5.542836212	0.030529712	0.861293729	0.999752564	WIPI2	NM_016003
LIMS3L_NM_001205288_1	-0.109297863	0.83465237	0.030506994	0.861344824	0.999752564	LIMS3L	001205288_1
TPGS1_NM_033513	0.078364625	2.377063995	0.030506835	0.861345181	0.999752564	TPGS1	NM_033513
LIMS3_NM_033514_1	-0.109297864	0.834652371	0.030506217	0.861346571	0.999752564	LIMS3	033514_1
ADIPOR2_NM_024551	-0.053897775	4.726780521	0.030483641	0.861397366	0.999752564	ADIPOR2	NM_024551
ULK3_NM_001099436	-0.073803427	2.640976154	0.030476531	0.861413369	0.999752564	ULK3	NM_001099436
PEX3_NM_003630	-0.064162063	3.255434397	0.03047308	0.861421136	0.999752564	PEX3	NM_003630
DIEXF_NM_014388	0.062685316	4.002702487	0.03046463	0.861440156	0.999752564	DIEXF	NM_014388
CASP8_NM_033356	0.080182818	2.299873887	0.030455711	0.861460236	0.999752564	CASP8	NM_033356
QARS_NM_005051	-0.056240237	7.251787204	0.030455692	0.861460278	0.999752564	QARS	NM_005051
PPME1_NM_016147	-0.06082923	4.572664808	0.030419827	0.86154105	0.999752564	PPME1	NM_016147
ZNF192_NM_006298	-0.077933014	2.455943537	0.030414833	0.861552302	0.999752564	ZNF192	NM_006298
ZNF559_NM_001202408	-0.096174863	1.431750058	0.030413445	0.861555429	0.999752564	ZNF559	NM_001202408
MAP4_NM_002375	-0.057339939	8.018471735	0.030397097	0.861592268	0.999752564	MAP4	NM_002375
MEF2BNB-MEF2B_NR_027307	0.07233601	2.692217471	0.030390154	0.861607914	0.999752564	MEF2BNB-MEF2B	NR_027307
VPS41_NM_080631	0.054272803	5.183533232	0.030369572	0.861654315	0.999752564	VPS41	NM_080631
DHX36_NM_001114397	-0.057750553	4.462486495	0.030345941	0.861707606	0.999752564	DHX36	NM_001114397
SNORA62_NR_002324	0.139855762	1.815108695	0.030342155	0.861716147	0.999752564	SNORA62	NR_002324
GNE_NM_001190384	0.059140336	3.931369108	0.030341838	0.861716862	0.999752564	GNE	NM_001190384
ZSCAN5A_NM_024303	-0.122682874	-0.01008254	0.030329601	0.861744468	0.999752564	ZSCAN5A	NM_024303
OTUD4_NM_001102653	-0.060537198	3.87683054	0.030323258	0.861758782	0.999752564	OTUD4	NM_001102653
PARP9_NM_001146106	0.071103355	3.476617206	0.030316068	0.861775006	0.999752564	PARP9	NM_001146106
ZNF197_NM_001024855	0.092850081	1.64628456	0.030308388	0.86179234	0.999752564	ZNF197	NM_001024855
IFT88_NM_175605	-0.080546179	2.471066177	0.030287672	0.861839106	0.999752564	IFT88	NM_175605
WDR83OS_NM_016145	0.050638954	5.635282386	0.030281478	0.861853092	0.999752564	WDR83OS	NM_016145
C22orf46_NM_001142964	-0.078329175	2.402711047	0.030267516	0.861884623	0.999752564	C22orf46	NM_001142964
BTBD1_NM_001011885	-0.054067411	5.224136635	0.030266428	0.861887081	0.999752564	BTBD1	NM_001011885
ELF2_NM_006874	-0.063595711	3.485646762	0.030245253	0.861934917	0.999752564	ELF2	NM_006874
SNORD111_NR_003079	-0.124295566	-0.055238257	0.030233863	0.861960656	0.999752564	SNORD111	NR_003079
CPSF3L_NM_001256463	-0.053126357	5.033683618	0.030233783	0.861960837	0.999752564	CPSF3L	NM_001256463
LRP8_NM_004631	0.110651151	1.464194335	0.030220994	0.861989741	0.999752564	LRP8	NM_004631
DFNA5_NM_001127453	0.054255172	4.405638836	0.030213203	0.862007354	0.999752564	DFNA5	NM_001127453
EIF4G2_NM_001042559	0.062450584	9.37064462	0.030189477	0.862061004	0.999752564	EIF4G2	NM_001042559
ZNF587B_NM_001204818	-0.101175154	1.222217796	0.030182806	0.862076091	0.999752564	ZNF587B	NM_001204818
ORAI1_NM_032790	0.079436572	2.589721922	0.030163095	0.862120684	0.999752564	ORAI1	NM_032790
PJA1_NM_022368	-0.065078877	3.254916204	0.030131078	0.862193147	0.999752564	PJA1	NM_022368
ZNF260_NM_001166036	-0.085340563	2.04573174	0.03011635	0.862226494	0.999752564	ZNF260	NM_001166036
FASTKD3_NR_036553	0.113514638	0.501950946	0.030090817	0.862284326	0.999752564	FASTKD3	NR_036553
UBE4B_NM_001105562	-0.051485551	5.415408829	0.030062778	0.862347863	0.999752564	UBE4B	NM_001105562
DPH2_NM_001384	0.071483702	2.817958571	0.030049484	0.862377999	0.999752564	DPH2	NM_001384
CUX1_NM_001202544	0.054585476	5.263389078	0.030038287	0.862403385	0.999752564	CUX1	NM_001202544
FLAD1_NM_201398	0.068068031	3.035704296	0.03002679	0.862429457	0.999752564	FLAD1	NM_201398
ABLIM1_NM_002313	0.097717612	1.796156592	0.030026588	0.862429915	0.999752564	ABLIM1	NM_002313
ABLIM1_NM_001003407	0.097717603	1.796527469	0.030025343	0.86243274	0.999752564	ABLIM1	NM_001003407
ME3_NM_001014811	0.075829246	3.387964549	0.030007027	0.862474288	0.999752564	ME3	NM_001014811
SEP15_NM_203341	0.054469163	6.462372444	0.029978763	0.862538426	0.999752564	SEP15	NM_203341
RAD50_NM_005732	-0.062122459	4.456847114	0.029973156	0.862551154	0.999752564	RAD50	NM_005732
NPHP4_NM_015102	0.079666443	2.416621993	0.029964459	0.862570898	0.999752564	NPHP4	NM_015102
ZFP106_NM_022473	0.053940606	5.411222028	0.029962693	0.862574906	0.999752564	ZFP106	NM_022473
HNRPLL_NM_138394	-0.053259459	4.653167952	0.029947598	0.862609183	0.999752564	HNRPLL	NM_138394
ZNFX1-AS1_NR_036658	-0.063892856	6.102451643	0.029945675	0.86261355	0.999752564	ZNFX1-AS1	NR_036658
USE1_NM_018467	-0.062837009	3.677127975	0.029934857	0.862638121	0.999752564	USE1	NM_018467
FAM66D_NR_027425	-0.105583636	1.111175837	0.029931008	0.862646865	0.999752564	FAM66D	NR_027425
FLRT1_NM_013280	0.120229648	0.124503386	0.029897053	0.862724023	0.999752564	FLRT1	NM_013280
SNORA54_NR_002982	0.106170768	0.852715407	0.029888787	0.862742813	0.999752564	SNORA54	NR_002982
RAPGEF6_NM_001164389	-0.094888477	1.669264965	0.029823227	0.862891938	0.999752564	RAPGEF6	NM_001164389
IER5_NM_016545	0.060792078	4.166536969	0.029796298	0.862953241	0.999752564	IER5	NM_016545
DCAF17_NM_001164821	-0.073846214	2.617226564	0.029795375	0.862955343	0.999752564	DCAF17	NM_001164821
HM13_NM_178582	-0.055190262	4.734198267	0.029791458	0.862964262	0.999752564	HM13	NM_178582
HIF1AN_NM_017902	-0.053043238	4.775856377	0.029791111	0.862965053	0.999752564	HIF1AN	NM_017902
EIF4G2_NM_001172705	0.062179048	9.411890248	0.029780159	0.862989995	0.999752564	EIF4G2	NM_001172705
ZGPAT_NM_001195654	0.070600647	2.753919393	0.029771179	0.86301045	0.999752564	ZGPAT	NM_001195654
AKIP1_NM_001206646	-0.06231166	3.436937677	0.029751999	0.863054149	0.999752564	AKIP1	NM_001206646
RER1_NM_007033	0.049983229	6.304642308	0.029746285	0.863067169	0.999752564	RER1	NM_007033
EXOG_NM_005107	0.077835724	2.340412256	0.029746167	0.863067438	0.999752564	EXOG	NM_005107
IP6K1_NM_153273	0.05329838	4.815654694	0.02972298	0.86312029	0.999752564	IP6K1	NM_153273
STAU2_NM_014393	0.065858479	3.132934387	0.029718501	0.863130503	0.999752564	STAU2	NM_014393
SIRT1_NM_001142498	0.063756159	3.350861872	0.029698201	0.863176795	0.999752564	SIRT1	NM_001142498
NMD3_NM_015938	0.056672145	4.925426369	0.029693408	0.863187728	0.999752564	NMD3	NM_015938
GLUL_NM_002065	0.054769681	6.365925837	0.029655672	0.863273833	0.999752564	GLUL	NM_002065
CMIP_NM_030629	0.062389842	3.906151614	0.029655219	0.863274868	0.999752564	CMIP	NM_030629
ZNF260_NM_001012756	-0.0847489	2.045189029	0.029648456	0.863290306	0.999752564	ZNF260	NM_001012756
RDH13_NM_138412	0.105430471	0.987009694	0.029643445	0.863301745	0.999752564	RDH13	NM_138412
SLC35B4_NM_032826	0.060970768	3.704026976	0.02964143	0.863306345	0.999752564	SLC35B4	NM_032826
PPP2R3B_NM_013239_1	-0.082994883	2.417378681	0.029640602	0.863308236	0.999752564	PPP2R3B	013239_1
BID_NM_197967	-0.06369464	3.355097326	0.029639023	0.86331184	0.999752564	BID	NM_197967
PEF1_NM_012392	-0.053425082	4.900923887	0.029638691	0.863312598	0.999752564	PEF1	NM_012392
PPP2R3B_NM_013239	-0.082994893	2.417378682	0.029637838	0.863314547	0.999752564	PPP2R3B	NM_013239
CNP_NM_033133	0.049269833	5.712028345	0.029633699	0.863323997	0.999752564	CNP	NM_033133
MLF2_NR_026581	0.051920607	6.523428764	0.029622528	0.863349508	0.999752564	MLF2	NR_026581
C5orf24_NM_001135586	0.053868203	4.677154321	0.029620432	0.863354294	0.999752564	C5orf24	NM_001135586
GBE1_NM_000158	0.055018012	6.907267993	0.029613583	0.863369938	0.999752564	GBE1	NM_000158
CUX1_NM_001202546	0.054040583	5.249547972	0.02959824	0.863404989	0.999752564	CUX1	NM_001202546
THAP3_NM_138350	-0.062096396	3.278286098	0.02958769	0.863429096	0.999752564	THAP3	NM_138350
PKIG_NM_007066	0.071301273	5.90433115	0.029575195	0.863457652	0.999752564	PKIG	NM_007066
ABHD16B_NM_080622	0.118196461	0.198416668	0.029547806	0.863520272	0.999752564	ABHD16B	NM_080622
RNPC3_NM_017619	-0.098861885	1.219028175	0.029519219	0.863585662	0.999752564	RNPC3	NM_017619
COMMD5_NM_001081004	0.065375418	3.10626391	0.029516834	0.863591119	0.999752564	COMMD5	NM_001081004
ZNF559_NM_001202406	-0.095404858	1.408651279	0.02951579	0.863593507	0.999752564	ZNF559	NM_001202406
ZNF43_NM_001256653	0.121037163	0.237238217	0.029492194	0.863647509	0.999752564	ZNF43	NM_001256653
C18orf25_NM_001008239	0.079701137	2.273993479	0.029480019	0.86367538	0.999752564	C18orf25	NM_001008239
VAMP1_NM_016830	-0.117059957	0.37791861	0.029474345	0.863688371	0.999752564	VAMP1	NM_016830
BID_NM_001244567	-0.063648429	3.393301499	0.02945744	0.863727085	0.999752564	BID	NM_001244567
OCIAD2_NM_001014446	-0.088529766	2.432143033	0.029424385	0.863802817	0.999752564	OCIAD2	NM_001014446
BBS5_NM_152384	0.080839855	2.063084185	0.029417929	0.863817614	0.999752564	BBS5	NM_152384
MOV10_NM_020963	-0.060486428	3.965701252	0.029407431	0.863841676	0.999752564	MOV10	NM_020963
CREM_NM_182721	0.093073435	1.533036157	0.029401439	0.863855413	0.999752564	CREM	NM_182721
CREM_NM_182853	0.092036159	1.591502797	0.029396611	0.863866484	0.999752564	CREM	NM_182853
TXNRD3_NM_001173513	0.064324093	3.243325591	0.02939559	0.863868825	0.999752564	TXNRD3	NM_001173513
DNAJC25_NR_037148	0.079565498	2.289560815	0.029364228	0.863940755	0.999752564	DNAJC25	NR_037148
GALM_NM_138801	-0.076326433	2.438998484	0.029332085	0.864014516	0.999752564	GALM	NM_138801
TAF6L_NM_006473	-0.069415278	2.780064014	0.029326039	0.864028395	0.999752564	TAF6L	NM_006473
EIF4G2_NM_001418	0.061725245	9.419073664	0.029321623	0.864038534	0.999752564	EIF4G2	NM_001418
CTDNEP1_NM_001143775	0.049099	6.019613502	0.029316597	0.864050073	0.999752564	CTDNEP1	NM_001143775
FBXW2_NM_012164	-0.053181828	4.825241479	0.029315662	0.864052221	0.999752564	FBXW2	NM_012164
ADNP2_NM_014913	-0.067057531	3.04510886	0.029309222	0.864067009	0.999752564	ADNP2	NM_014913
MED19_NM_153450	0.067817505	2.915444579	0.029304331	0.86407824	0.999752564	MED19	NM_153450
FAM208A_NM_015224	-0.057368702	4.090789081	0.029304024	0.864078945	0.999752564	FAM208A	NM_015224
MLF2_NM_005439	0.05157423	6.494872387	0.029295456	0.864098623	0.999752564	MLF2	NM_005439
ATP2A2_NM_170665	-0.057523321	7.326977509	0.02928906	0.864113316	0.999752564	ATP2A2	NM_170665
SREK1_NM_001077199	0.065700681	3.553167572	0.029279632	0.864134976	0.999752564	SREK1	NM_001077199
MTDH_NM_178812	-0.051308613	6.269172909	0.029254908	0.864191794	0.999752564	MTDH	NM_178812
ENTPD6_NM_001114089	0.053367657	4.70513752	0.029226524	0.864257053	0.999752564	ENTPD6	NM_001114089
ATP1A1OS_NR_027645	0.061517166	3.759882697	0.029185215	0.864352085	0.999752564	ATP1A1OS	NR_027645
WIPI2_NM_001033519	0.049084667	5.531988793	0.029156826	0.864417437	0.999752564	WIPI2	NM_001033519
BRD2_NR_037625	-0.048575212	5.929275527	0.029148652	0.864436259	0.999752564	BRD2	NR_037625
ZNFX1-AS1_NR_036659	-0.063121354	6.10627047	0.029135797	0.864465865	0.999752564	ZNFX1-AS1	NR_036659
PAOX_NM_207127	0.11269767	0.552248496	0.029109952	0.864525412	0.999752564	PAOX	NM_207127
DNAJC4_NM_005528	-0.061915929	3.698107281	0.029103276	0.864540795	0.999752564	DNAJC4	NM_005528
ZNF542_NR_024057	0.065997363	3.013931928	0.029081063	0.864592001	0.999752564	ZNF542	NR_024057
DGKZ_NM_001199268	0.06682429	3.040811065	0.02908011	0.864594199	0.999752564	DGKZ	NM_001199268
APBB2_NM_173075	0.060677082	3.987599409	0.029071979	0.864612948	0.999752564	APBB2	NM_173075
BRD2_NM_005104_2	-0.04833154	5.894036264	0.029067984	0.864622161	0.999752564	BRD2	005104_2
PEF1_NR_033688	-0.052897232	4.900769301	0.029051824	0.864659433	0.999752564	PEF1	NR_033688
SMCR7L_NM_019008	-0.053591031	4.378232796	0.029034009	0.864700536	0.999752564	SMCR7L	NM_019008
ZNF559_NM_001202411	-0.092906748	1.47891622	0.029031046	0.864707374	0.999752564	ZNF559	NM_001202411
GNE_NM_005476	0.056694543	4.069206215	0.029029476	0.864710996	0.999752564	GNE	NM_005476
SMPD2_NM_003080	-0.086223664	2.008715944	0.029021812	0.864728684	0.999752564	SMPD2	NM_003080
RWDD3_NM_015485	-0.090149181	1.653580393	0.029021573	0.864729236	0.999752564	RWDD3	NM_015485
IP6K1_NM_001242829	0.05266021	4.801796127	0.029017317	0.864739059	0.999752564	IP6K1	NM_001242829
FAM126A_NM_032581	0.052522614	5.421896076	0.029009773	0.864756473	0.999752564	FAM126A	NM_032581
WDR19_NM_025132	0.063017908	4.105355893	0.029006465	0.86476411	0.999752564	WDR19	NM_025132
TTC39B_NM_001168341	0.077980377	2.426243337	0.029002706	0.864772789	0.999752564	TTC39B	NM_001168341
CIDEB_NM_014430	0.074461006	2.547420164	0.029002054	0.864774294	0.999752564	CIDEB	NM_014430
TTC39B_NM_001168340	0.076427318	2.497013744	0.028989452	0.864803395	0.999752564	TTC39B	NM_001168340
ZNF236_NM_007345	-0.082706236	1.997598465	0.028975846	0.86483482	0.999752564	ZNF236	NM_007345
TMLHE_NM_001184797	0.080572621	2.097004796	0.028972875	0.864841683	0.999752564	TMLHE	NM_001184797
FKBP11_NM_001143781	-0.053774096	4.387405201	0.02897061	0.864846914	0.999752564	FKBP11	NM_001143781
PSTK_NM_153336	-0.116786014	0.383316589	0.028969243	0.864850072	0.999752564	PSTK	NM_153336
PTBP3_NM_001244897	-0.059259886	4.015310065	0.028966591	0.864856198	0.999752564	PTBP3	NM_001244897
ZNF596_NM_001042416	0.119594353	0.113517143	0.028965976	0.86485762	0.999752564	ZNF596	NM_001042416
ZNF34_NM_030580	0.113332779	0.433711708	0.028962976	0.864864551	0.999752564	ZNF34	NM_030580
USP7_NM_003470	-0.048353217	5.790774588	0.02894609	0.864903571	0.999752564	USP7	NM_003470
BRE_NM_199194	-0.055517745	4.61285838	0.028914805	0.864975897	0.999752564	BRE	NM_199194
SF1_NM_201995	-0.050408195	6.393707841	0.028908859	0.864989646	0.999752564	SF1	NM_201995
CREM_NM_182722	0.092264491	1.534282305	0.028901596	0.865006444	0.999752564	CREM	NM_182722
LOC375190_NM_001145710	0.097578202	1.272687998	0.028901564	0.865006519	0.999752564	LOC375190	NM_001145710
MIR762_NR_031576	0.114006122	0.325660825	0.028881811	0.865052216	0.999752564	MIR762	NR_031576
YOD1_NM_018566	-0.098149474	1.25258954	0.028846069	0.865134941	0.999752564	YOD1	NM_018566
ABCF2_NM_007189	-0.04974894	5.688795839	0.028844773	0.865137942	0.999752564	ABCF2	NM_007189
ARAF_NM_001256197	0.062215356	3.250113181	0.028842147	0.865144022	0.999752564	ARAF	NM_001256197
CDK5RAP3_NM_176096	-0.054967371	4.409297368	0.028833109	0.865164951	0.999752564	CDK5RAP3	NM_176096
TLE4_NM_007005	-0.063247569	3.327564989	0.028795483	0.865252116	0.999752564	TLE4	NM_007005
VPS4A_NM_013245	0.049210141	5.88351432	0.028775805	0.865297725	0.999752564	VPS4A	NM_013245
BTD_NM_000060	0.074686159	2.672536455	0.028764829	0.865323172	0.999752564	BTD	NM_000060
MRFAP1_NM_033296	0.052081204	7.108299587	0.028758936	0.865336836	0.999752564	MRFAP1	NM_033296
DGKZ_NM_001105540	0.064813611	3.125784867	0.028748191	0.865361756	0.999752564	DGKZ	NM_001105540
ZNFX1-AS1_NR_003606	-0.061676225	5.60927918	0.028747616	0.865363088	0.999752564	ZNFX1-AS1	NR_003606
BRD2_NM_001113182_1	-0.048044721	5.89362594	0.028731755	0.865399882	0.999752564	BRD2	001113182_1
IMP3_NM_018285	0.057000816	3.952899299	0.028724011	0.865417849	0.999752564	IMP3	NM_018285
LMAN1_NM_005570	-0.050077838	6.220610889	0.028720446	0.865426121	0.999752564	LMAN1	NM_005570
ELOVL5_NM_001242831	0.073206466	2.560704897	0.028709897	0.865450602	0.999752564	ELOVL5	NM_001242831
FAM120AOS_NM_198841	0.055669297	4.077170194	0.028709733	0.865450981	0.999752564	FAM120AOS	NM_198841
FLJ39739_NR_027468_1	0.111734526	0.493905136	0.02868663	0.865504613	0.999752564	FLJ39739	027468_1
MSMB_NM_002443	-0.11388798	0.41432135	0.028672985	0.8655363	0.999752564	MSMB	NM_002443
JMJD5_NM_001145348	-0.11054971	0.49461918	0.028653773	0.865580926	0.999752564	JMJD5	NM_001145348
TECPR2_NM_014844	-0.062031455	3.712120607	0.028649199	0.865591553	0.999752564	TECPR2	NM_014844
TMEM25_NM_001144038	0.092209018	1.542849466	0.02864851	0.865593154	0.999752564	TMEM25	NM_001144038
TICAM1_NM_182919	-0.06962766	2.883306335	0.028624095	0.865649895	0.999752564	TICAM1	NM_182919
CREM_NM_183011	0.080688221	2.302430424	0.028622998	0.865652444	0.999752564	CREM	NM_183011
ALG11_NR_036571	-0.088768587	1.588081357	0.028615168	0.865670646	0.999752564	ALG11	NR_036571
